text,label
The severity of cutaneous and hematologic toxicity experienced by our patient has rarely been reported.,0
It is believed that this is the first reported case of reversible azathioprine-induced cholestasis associated with histological evidence of bile duct injury.,1
"She was placed on adjuvant Adriamycin (doxorubicin) chemotherapy, but 6 months later died of Adriamycin toxicity.",1
"We consider asterixis to be an easily overlooked sign of neurotoxicity, which may occur even at low or moderate dosage levels, if certain drugs as lithium or clozapine are used in combination with CBZ.",1
"Corneal scrapings were taken and the flap excised, and submitted for histopathologic examination.",0
The association with prolonged unopposed estrogen-like stimulation with tamoxifen as a possible factor in the development of ovarian endometrioid carcinoma is discussed.,1
"We describe a patient who experienced chronic nausea and an episode of confusion while treated with a small, stable dose of oral morphine in the setting of mild renal insufficiency.",1
Temozolomide is an oral alkylating agent used in the treatment of metastatic melanoma.,0
"Posterior leukoencephalopathy following cisplatin, bleomycin and vinblastine therapy for germ cell tumor of the ovary.",1
"Although it is considered safe in this context, several reports of short lasting proarrythmic effects have been described.",0
"Two cases of ovarian torsion after gamete intra-Fallopian transfer are described and the roles of ovarian manipulation during the procedure, ovarian hyperstimulation and pregnancy as predisposing factors are discussed.",0
"In the second case, five cardiac arrests due to ventricular tachycardia and fibrillation occurred during several hours after beginning a trial of bretylium maintenance therapy for complex ventricular ectopy.",1
"A toxic encephalopathy characterized by depressed level of consciousness, marked irritability, and ataxia developed in seven children, 5 years of age and younger, following administration of an antiemetic combination of pentobarbital and pyrilamine maleate.",1
"Although both the spontaneous occurrence of SLE and the psychosis as a sign of CNS involvement of SLE cannot be excluded, SLE could be considered as an adverse effect of carbamazepine.",1
"CASE PRESENTATION: We report a patient with CF who developed recurrent eosinophilia and severe persistent bronchospasm following repeated administration of preservative-free tobramycin by inhalation, beginning at 16 months of age.",1
"This drug has been used for treatment of human malaria since 1984, and to date clinical trials have involved about 3.4 million patients in more than 30 countries (personal communication).",0
"In this case, immediate discontinuation of the chemotherapeutic agent apparently reversed the patient's symptoms and findings on MRI.",0
"18 perfusions were performed on 15 patients with stage II disease, that is with tumor growth restricted to an extremity including possible regional node metastases.",0
It would be advisable to measure thiopurine methyltransferase activity before patients with autoimmune hepatitis are exposed to azathioprine.,0
Reduction of postoperative pain is an important goal in the perioperative management of tonsillectomy patients.,0
"She had palpable cervicosternal fibrosis measuring 10 x 8 cm, with local inflammatory signs and functional consequences (cough, restricted cervical movement, dyspnoea and bronchitis) with a SOMA scale for grading the long-term side effects of radiation therapy of 19/14.",0
Multiple reports in the last decade have shown increased mortality and increased utilization of resources in patients who received catheterization of the right side of the heart.,0
"This is an important pitfall because, when diagnosed early, bleeding in these patients is treatable.",0
Chemoradiation therapy used on pediatric oncology patients often causes dental developmental anomalies that affect future dental care.,0
"After diagnosis by transesophageal echocardiography, the patient was treated with recombinant tissue plasminogen activator through a central venous catheter advanced into the right atrium.",0
Mitomycin-C induced hemolytic uremic syndrome: a case report.,1
"Caspofungin, a beta-1,3-glucan synthesis inhibitor, has shown activity against the cyst forms of P. jiroveci in experimental animal models.",0
Hemodynamic collapse following labetalol administration in preeclampsia.,1
Cutaneous malignant melanoma after immunosuppressive therapy.,0
A patient with disseminated herpes zoster developed a syndrome of inappropriate antidiuretic hormone and profound hyponatremia secondary to the administration of adenine arabinoside.,1
It should be emphasized that this syndrome may occur after irradiation and chemotherapy in patients with nasopharyngeal cancer.,0
"Standard induction chemotherapy [cytosine arabinoside (ARA-C) and daunorubicin (DNR) for AML, vincristine (VCR), DNR and prednisone (PDN) for ALL, all-trans retinoic acid (ATRA) and DNR for APML] with the antracycline dose of at least 30 mg/sqm were used.",0
PURPOSE: To report a case of angiographically documented cystoid macula edema occurring after switching a pseudophakic patient from latanoprost to bimatoprost.,1
AIM: To report a patient with diabetic rubeosis who suffered from acute retinal ischemic change and stroke after intravitreal injection of bevacizumab.,1
Possible induction of diabetes by treatment of hypertension with indapamide (with four case reports).,1
We describe a child aged 11 years who ingested large amounts of plastic material used for knitting chairs and charpoys.,0
"In addition, AZA probably potentiated susceptibility to this viral infection and may have inhibited adequate immunological defense.",0
Patient B continued at 80% of standard dose (2000 mg/m2) and symptoms resolved without further intervention.,0
"After a second course of hemodialysis the next day the patient's mental status improved, and she was discharged 5 d later.",0
"In addition, he was given a continuous infusion of 400 micrograms daily human recombinant granulocyte macrophage-colony stimulating factor (rh GM-CSF) for 17 days.",0
Treatment of hepatocellular carcinoma using arterial chemoembolization with degradable starch microspheres and continuous arterial infusion of 5-fluorouracil.,0
Severe maternal bradycardia and asystole after combined spinal-epidural labor analgesia in a morbidly obese parturient.,0
"Two months later, he was referred to Dhahran Health Center, and admitted with fever, abdominal pain, dysuria, and severe fatigue.",0
A case report of fatal dapsone-induced agranulocytosis in an Indian mid-borderline leprosy patient.,1
"In one patient there was resolution of symptoms following cessation of ketamine, but some symptoms persisted until death in the other two.",0
The possible role of interferon beta in the pathogenesis of sarcoidosis in this patient is discussed.,1
"The pertinent literature on ergotism is reviewed, and it is emphasized that ergotism may develop in patients on therapeutic doses of the drug.",0
He gradually improved and his biochemical markers returned to normal.,0
RESULTS: [1] Mucin secretion was increased by 63% over the controls in the VVR in vitro group (p < 0.01).,0
"The patient tolerated enalapril, and lisinopril without problems.",0
Phenytoin desensitization in a child with symptomatic localization-related epilepsy.,0
Patch testing with NSAIDs is useful for confirming clinical diagnoses of delayed hypersensitivity to these drugs.,0
Reexposure to the drug was reported in three patients but was uncomplicated in only one.,0
"We report an 82-year-old man who developed ventricular tachycardia and Torsades de Pointes (TdP) after oral administration of garenoxacin, a novel quinolone antibiotic agent that differs from the third-generation quinolones, for pneumonia.",1
Suspected ciprofloxacin-induced interstitial nephritis.,1
We present the case of a 41-year-old male undergoing surgery for restenosis at the site of a repair.,0
The development of internal tissue inflammation is reportedly correlated with a shorter interval from the time of completion of radiation therapy to the initiation of chemotherapy.,0
Open biopsy of the affected thoracic vertebrae and surrounding soft tissue were negative for neoplasia.,0
"Reye-like syndrome following treatment with the pantothenic acid antagonist, calcium hopantenate.",1
"Replicate brain magnetic resonance imaging examinations after six weeks and 11 months of penicillamine therapy documented the development of new brain lesions during this period, while liver biopsy specimen data disclosed that excellent hepatic decoppering had occurred.",1
The authors report a case of Balint syndrome with irreversible posterior leukoencephalopathy on MRI following intrathecal methotrexate and cytarabine.,1
"Alternatives to neurosurgery, such as pharmacotherapy, include systemic corticosteroids and antidepressants.",0
"After electrolyte supplementation and discontinuation of foscarnet, the symptoms resolved and laboratory indices returned to normal.",0
"The paper discusses the imputability of benfluorex, a drug used as an adjuvant in hypercholesterolemia, structurally related to amphetamines.",0
"The Food and Drug Administration (FDA) licensed Rh(o)(D) immune globulin intravenous (anti-D IGIV) on March 24, 1995, for treatment of immune thrombocytopenic purpura (ITP).",0
Triptans are specific agonists of the serotonergic 5-HT(1B/1D) receptors that have increasingly been used in the treatment of migraine and cluster headaches.,0
Improvement in her condition was evident 6 months after discontinuing amiodarone.,0
A 62-year-old man had received perhexiline maleate for 18 months before death.,0
Two patients who were receiving Tolazoline by infusion developed duodenal ulceration and subsequent intestinal perforation.,1
"The patient experienced hallucinations, agitation, vomiting, tachycardia and seizures after ingestion of 1050 (48 mg/kg) of extended-release bupropion.",1
"That review suggested that patients receiving anti-D IGIV be monitored for those and other potential complications of hemoglobinemia, particularly disseminated intravascular coagulation (DIC).",1
Glucocorticoids in early rheumatoid arthritis.,0
"A well-recognized complication of ethambutol use is optic neuropathy, but the potential ocular toxicity of isoniazid is often overlooked.",1
"The administration of ""sweet spirits of nitre"" (4% ethyl nitrite CH3CH2ONO in 70% ethyl alcohol) was followed by acute methemoglobinemia and severe anoxic metabolic acidosis in infant twins, Methylene blue administration reversed methemoglobinemia in both, but one twin died from the consequences of hypoxemia.",1
"SUBJECTS AND METHODS: Our case observations attempted to evaluate nine alcoholics after withdrawal suffering from persisting craving, sleep disorder, excitement, depressive symptoms or anxiety symptoms.",0
CONCLUSIONS: Caution should be exercised when using ciprofloxacin in the treatment of patients with personality abnormalities or symptoms of psychosis.,0
"The patient was taking oral corticosteroids for underlying systemic lupus symptoms, and had classic signs and symptoms of peritonitis.",0
"In both cases propofol was used in bolus doses, and is thought to be the probable factor for its development.",0
"It is extremely resistant to standard treatment, and confers a poor prognosis for this disease.",0
Worsening of obstructive sleep apnoeas in a patient with rheumatoid arthritis treated with anti-tumor necrosis factor.,0
"All patients showed marked improvement clinically, endoscopically, and histologically.",0
Spinal epidural lipomatosis: a case study.,0
The fifth patient experienced nausea and discontinued treatment after 4 weeks.,0
"The incidence of pulmonary nodules after cardiac transplantation is not uncommon, and prompt diagnostic procedures are necessary to minimize disease-related morbidity and mortality.",0
This fatal complication occurred despite a careful selection of the patient and the presence of a lytic state.,0
"Drug-drug interactions are an important concern, as they may increase drug toxicity and, in the case of anticoagulant therapies, increase the risk of hemorrhage.",0
One of the antimalarials which has been highlighted for its effectiveness is halofantrine.,0
"We encountered two cases of macular infarction that occurred after vitrectomy performed for mild endophthalmitis, which, on culture, yielded Staphylococcus epidermidis.",0
We report a case of NEH masquerading as cutaneous vasculitis in a woman receiving cyclophosphamide for lupus nephritis.,1
The case of a bipolar patient who developed thyrotoxicosis with severe exophthalmos while on lithium therapy is described.,1
A 70-yr-old woman presented with a 9 cm left upper outer quadrant breast mass associated with overlying skin redness and a 2.5 cm left axillary mass.,0
"In patients with swallowing dysfunction and pneumonia, a history of mineral oil use should be obtained and a diagnosis of ELP should be considered in the differential diagnoses if mineral oil use has occurred.",1
"However, the increasing dose intensity has not significantly improved the event-free survival.",0
"Once clonidine was discontinued, the resting heart rate returned to normal.",0
"He recovered completely after lamivudine therapy was started, but this severe adverse event could have been prevented if screening for HBV and pre-emptive therapy with lamivudine would have been started prior to infliximab.",0
"In some patients, this pH shift may be quite transient and temporary; whereas, in some patients with other maladies, the acidosis may be much more serious.",0
"The carcinomas developed after a total UVA dose of 2,042 and 1,296 joules/sq cm, respectively.",0
A biopsy of the deltoid muscle showed vacuolar degeneration of striated muscle fibers with no inflammatory findings.,0
"In eight patients, a mean decrease in serum Na+ of 8.25 +/- 3.2 mEq/L was observed after a single 200 mg intravenous dose of lorcainide.",1
"After conventional therapy failed, the patient underwent treatment with adalimumab and the majority of his symptoms resolved after 16 weeks of therapy.",0
Six patients with chronically recurrent oculogyric crises (OGC) are reported.,0
Posterior tibial tendon rupture in a world class runner.,0
Etoposide-related myocardial infarction.,1
Five patients are described in whom only gentamicin sulfate appeared responsible for acute renal failure.,1
"A few recent individual case reports have suggested that a myasthenic syndrome may be associated with statin treatment, but this association is not well described.",1
INTERVENTIONS: Treatment with aspirin and prednisone in one patient.,0
The process healed after surgical treatment and chemotherapy for 1 year.,0
"Tumors shown to produce peptides other than gastrin, for example ACTH, were found to be markedly resistant to the action of SMS and continued to grow in an unbridled manner.",0
"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
Photo-onycholysis caused by olanzapine and aripiprazole.,1
"The more common grade 3 or 4 adverse effects of sunitinib include hypertension, fatigue, hand-foot syndrome, elevated lipase and lymphopenia.",1
OBJECTIVE: To report the case of a patient with a prior allergy to a sulfonamide antibiotic who subsequently developed the same reaction when administered various loop diuretics.,0
Human insulin-induced lipoatrophy.,1
It is a dibenzothiazepine derivative and shows similarities with clozapine in that it is characterized by high 5-HT(2)-relative-to-DA(2) receptor affinity.,0
"After 15 months of unsuccessful diagnosis and management, the patient was seen at the Orofacial Pain Unit of the Oral Surgery and Implantology master's degree program of the University of Barcelona.",0
CONCLUSIONS: Hypersensitivity reactions to cyclosporine are due to Cremophor EL.,1
We propose a mechanism of vancomycin-induced mast cell degranulation and subsequent release of eosinophil chemotactic factor as a cause of CSFE.,1
"In adverse reactions with shock, tripled tryptase values can support a diagnosis of anaphylaxis.",0
The multifocal electroretinogram returned to normal after the full-field electroretinogram had done so.,0
Interference with smoking-cessation effects of varenicline after administration of immediate-release amphetamine-dextroamphetamine.,0
"Regarded as the most common and best understood of the hereditary periodic fever syndromes, familial Mediterranean fever (FMF) is a recessively inherited disease of episodic fever with some combination of severe abdominal pain, pleurisy, arthritis, and a characteristic ankle rash.",0
The patient's WBC count recovered within 4 days after the change in therapy.,0
BACKGROUND: The skin contains a system for producing serotonin as well as serotonin receptors.,0
Two patients developed acute cholangitis and 2 patients experienced skin phototoxicity.,0
Patients must be instructed to recognize early symptoms of this severe infection and call the surgeon immediately.,0
Fatal overdoses associated with quetiapine.,0
"To avoid hyperuricemia and an acute attack of gout after RFA therapy for HCC, early identification of patients at risk is warranted, such as those with a large tumor, rapid tumor growth, and renal insufficiency, and preventative measures should be considered.",0
CASE SUMMARY: An elderly patient with chronic atrial fibrillation and prosthetic valve replacements had been taking warfarin 22.5 mg/wk.,0
The infection was arrested but not cured.,0
"Dosage varied widely, but as little as 0.1 mg caused significant signs and symptoms.",0
"The side effects of MMF, such as bone marrow toxicity, have been reported.",1
"Indirect immunofluorescence demonstrated dermal binding IgA antibodies, and Western blotting of serum showed reactivity with a 250 kDa dermal antigen corresponding to collagen VII of anchoring fibrils.",0
Four cases suggesting that a reduction in the daily dose or withdrawal of an antidepressant may produce symptoms of major depression within hours to days are presented.,0
"Recurrent life-threatening episodes of ventricular tachycardia persisted despite maximal antiarrhythmic theraphy with amiodarone, metoprolol and mexiletine.",0
OBJECTIVE: To report the occurrence of acute cytolytic hepatitis in a patient exposed to pulse itraconazole therapy for 24 weeks and provide a concise review of the literature on cases of itraconazole-induced hepatitis.,1
"CONCLUSIONS: Clinicians should be aware of this adverse reaction when facing similar complex neurologic symptoms in patients who are receiving the antibiotic treatment described here, especially vancomycin.",1
METHODS: Small case series.,0
"Because patients may be unlikely to self-report alternative remedies, health care providers should specifically ask their patients about any alternative treatments they may be taking and should be knowledgeable about their toxicities.",0
The patient treated with DBS developed severe dyskinesia a few days after discharge and began self medication with amantadine but showed no improvement.,0
Treatment included isoprenaline for 28 hours.,0
"After several days of heparin therapy, the dialyzer circuit thrombosed and the platelet count decreased to 82 x 10(3)/mm(3).",0
"The drug was discontinued, his symptoms resolved, and his liver function tests returned to normal.",0
"Treatment for up to 2 years with SMS controlled symptoms, suppressed serum gastrin, and suppressed acid secretion.",0
"In addition, we review recent data to indicate how concurrent use of antifolates may place these children at particular risk for adverse psychological reactions.",0
Methotrexate-induced pneumonitis in patients with rheumatoid arthritis and psoriatic arthritis: report of five cases and review of the literature.,1
A fifty-seven-year-old man with acute MI was admitted to the intensive cardiac care unit and received streptokinase and heparin.,0
The phenytoin only modified the IgA levels.,0
"In conclusion, telmisartan was effective and well tolerated for the control of hypertension in this case and improved sensitivity to insulin.",0
A careful risk-benefit analysis is mandatory in patients with abnormal collateral vessels.,0
A case of a 53-year-old man who developed acute pneumonitis after bleomycin and moderate oxygen administration is presented.,1
"Imipenem was given for 2 days, resulting in a total of 18 days of beta-lactam treatment, at which time he developed significant leukopenia (white blood cell [WBC] count 0.9 x 10(3)/microL).",0
"Although there have been reports of this occurrence, there have been no reports of this overlap syndrome treated with immunomodulators.",0
DISCUSSION: NMS is a rare but potentially fatal reaction associated with neuroleptic drugs.,0
There is no consensus on the treatment of ticlopidine-induced marrow aplasia.,1
Intrahepatic cholestasis and sicca complex after thiabendazole.,1
A 22-year-old drug-abuser injected flunitrazepam tablets dissolved in tap water into her left femoral artery and presented with clinical signs of acute ischaemia of the left leg.,1
Niflumic acid-induced skeletal fluorosis: iatrogenic disease or therapeutic perspective for osteoporosis?,1
We report on a 64 year old patient with a severe flare-up of UC who responded well to intravenous CyA after a standard therapy with high dose corticosteroids alone had been ineffective.,0
We report 2 cases of patients receiving sunitinib for metastatic renal cell carcinoma while undergoing dialysis.,0
"Titers for Epstein-Barr virus, hepatitis B, toxoplasmosis; and cytomegalovirus were all negative.",0
Histologic evaluation was also performed before treatment and in selected patients during treatment.,0
"Nasopharyngeal carcinoma is a rare cancer in Western society, however there is a higher incidence in Asian.",0
A 60-year-old woman with diabetes mellitus (type 2) developed an acute icteric hepatitis-like illness 6 weeks after the initiation of gliclazide therapy.,1
RESULTS: No per- or postoperative complications were noted.,0
"Gold-salt therapy may result in damage to proximal tubules that leak renal tubular antigens, which in turn complex with autoantibody and produce an autoimmune membranous nephropathy.",1
"In the immunocompetent host, antiviral therapy can successfully treat herpesvirus respiratory infection, with reversal of clinical, virologic, and pathologic findings.",0
Tegaserod-associated ischemic colitis.,1
"The white matter was affected by severe myelin pallor, edema, and a prominent macrophage infiltrate in each of the cases.",0
Ultrasound examination confirmed the diagnosis and subsequent resolution of the thrombus.,0
Colitis as a manifestation of infliximab-associated disseminated cryptococcosis.,1
"No fever, elevated WBC count or significant electrolyte imbalance was found.",0
"While both amiodarone and digoxin can cause permanent visual changes, the ocular effects are often reversible.",1
"Two of them could not be considered primary: in one the pain was related to an underlying, pointed and benign lesion disclosed only by magnetic resonance imaging (case 1); the second one had persistent NH days after trans-sphenoidal surgery for a pituitary adenoma, similar to a postcraniotomy headache (case 2).",0
A 74-year-old hypercholestrerolaemic woman taking cerivastatin (0.15 mg/day) for 22 days complained of general muscle weakness and muscle pain.,1
The case is presented of a 39-year-old Type 1 diabetic patient of 22 years duration with recurrent hypoglycaemic comas.,0
"A 16-year-old boy developed fever, generalized rigidity, leukocytosis, and increased serum transaminase and creatine kinase levels while receiving treatment with olanzapine and lithium.",1
A total gastrectomy with omentectomy and resection of the distal oesophagus in a 69-year-old haemophilia A patient with high inhibitor of 128 Bethesda units is described.,0
"RESULTS: At our institution, no children appeared with acute INH neurotoxicity in the period 1985 through 1990, whereas seven patients were treated from 1991 through 1993.",1
"The replies indicate that, at least from the patient's viewpoint, this syndrome occurs frequently.",0
Two cases of toxic reaction to lithium carbonate are reported.,0
"At hospital discharge, platelet testing showed hyper response to antiplatelet therapy with very low post treatment platelet reactivity.",0
Hepatic hyperechogenicity on ultrasonography and slight elevation of serum transaminases might erroneously lead to a diagnosis of hepatic steatosis without liver histology.,0
Primary Hodgkin's disease limited to the CNS is exceedingly rare.,0
"A patient with ulcerative colitis developed skin pigmentation and diffuse pulmonary shadowing without respiratory symptomatology, while taking sulfasalazine.",1
Severe psoriasis is commonly associated with depression and may be its cause.,0
Patient 2 underwent two attempted operative anastamotic revisions with thrombectomies and local thrombolysis prior to CDT.,0
Noncirrhotic portal hypertension (NCPH) represents a relatively infrequent group of conditions that causes portal hypertension in the absence of cirrhosis.,0
A low initial dosage that is gradually adjusted upward is recommended.,0
Investigation of the cause of death in a gene-therapy trial.,0
Combined data reveal that 12 of 23 have had a complete or partial response with residual thrombocytopenia and a probability of 48% survival one year from the start of ATG therapy as projected by life table analysis.,0
Gallstones and bile sludge are common side effects of octreotide therapy but rarely become symptomatic or require treatment.,1
"Bronchoalveolar lavage (BAL) may be used to rule out infectious etiologies, and an increase in BAL fluid eosinophils is suggestive of drug-induced toxicity.",0
We have confirmed in 5 patients that continuous administration of folinic acid with weekly oral methotrexate prevents improvement of psoriasis.,0
Radioisotopic control for baclofen pump catheter failure.,0
"On day 12, the patient complained of dyspnea and cough.",0
"Here, we describe levofloxacin-induced delirium with psychotic features in a relatively young, otherwise healthy female.",1
"DISCUSSION: Central nervous system (CNS) toxicity has been described with ifosfamide, with most cases reported in the pediatric population.",1
AIMS: To investigate the combination of raltitrexed and mitomycin-C as first-line chemotherapy treatment in patients with advanced colorectal cancer.,0
Severe loss of vision after removal of cataract caused by intravitreal triamcinolone in combination with photodynamic therapy for exudative age-related macular degeneration.,1
"It is suggested that the long-term use of androgenic-anabolic steroids is the fourth cause of HAS, the majority of cases still being of unknown aetiology.",0
"Behavioral side effects associated with clonazepam may include agitation, aggression, hyperactivity, irritability, property destruction, and temper tantrums.",1
"After the patient died, enteroviral RNA was also detected in his lungs, liver, and spleen, indicating a generalized infection.",0
The algorithm derived from this case could serve as both a practical guideline and impetus for further investigation in light of increasing psychotropic co-administration.,0
"We report the impact on the patient management of two liver biopsies, which diagnosed an initial drug induced hepatitis and subsequently an atypical HCV related hepatitis.",0
"PURPOSE: The case of a patient who developed aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension simultaneously during treatment with trimethoprim-sulfamethoxazole is described.",1
"Dipyrone, also known as metamizole, is an analgesic and antipyretic drug that was banned by the United States Food and Drug Administration because of its association with agranulocytosis.",1
"Considering the possibility of this diagnosis in patients developing confusion and neurological degradation with respiratory alkalosis after intensive chemotherapy, could allow earlier treatment and perhaps improved survival.",0
"CONCLUSION: In some abstainers who take cyanamide for several years, thin septum-like liver fibrosis progresses along with the emergence of ground-glass hepatocytes.",1
Effectiveness of milnacipran for the treatment of chronic pain: a case series.,0
"On the 3rd day after a cesarean section, because of pre-eclampsia, blood pressure was still high, oral labetalol 100 mg with an 8-hour interval was given, followed by 50 mg i.v. administered over 10 min, twice with a 5-hour interval.",0
Loss of speech after orthotopic liver transplantation.,0
Caution in longterm usage and early recognition of pentazocine toxicity as a neuromuscular complication are important in order to prevent irreversible drug-induced fibrous myopathy and localized neuropathy.,1
Lovastatin-induced rhabdomyolysis possibly associated with clarithromycin and azithromycin.,1
Von Willebrand's disease has been established as the most common hereditary hemorrhagic disease.,0
"CASE REPORT: This 36-year-old woman had rheumatoid arthritis that proved refractory to sulfasalazine and methotrexate, which were used successively in combination with symptomatic drugs.",0
The anticonvulsant drug lacosamide selectively enhances slow inactivation of voltage-gated sodium channels and has been shown to be an effective add-on treatment for partial-onset seizures.,0
Amphotericin B nephrotoxicity in humans decreased by salt repletion.,1
"Fifty days after the first UCBT, the patient underwent a second UCBT with a reduced-intensity conditioning regimen.",0
"Since the thrombocyte count started to increase immediately after initiation and dropped immediately after discontinuation of ciprofloxacin and tazobactam/piperacillin and all other drugs were discontinued already before or were started after the nadir of the thrombocyte count, these two antibiotics were regarded causative.",1
"Subsequently, five episodes of Wenckebach (Mobitz type 1) heart block with a ventricular rate of 28 beats/minute were observed on continuous cardiac telemetry.",0
"Morphine, an opium alkaloid, frequently causes side effects such as hyperhidrosis and facial flushing, but serious cutaneous adverse drug reactions are seldom observed.",1
"The investigators studied a patient with a nortriptyline HCI level of 1,205 ng/mL who had four generalized grand mal seizures, each lasting between 60 and 90 seconds that were immediately followed by hypotension requiring norepinephrine support.",0
Progressive outer retinal necrosis after bone marrow transplantation.,0
Two patients were treated with bretylium tosylate for malignant ventricular arrhythmias after inadequate response to conventional agents.,0
A massive digitoxin (DGTX) intoxication in a 36-year-old man (35 mg DGTX) was treated by prolonged and repeated i.v.-infusions of Fab fragments of anti-digitalis antibodies (FAB).,0
Steroids are used extensively in modern medicine and dentistry for their anti-inflammatory and immunosuppressive properties.,0
Antithyroid treatment with propylthiouracil (PTU) resulted in elevated hepatic enzymes and after the 12th week of pregnancy treatment was changed to carbimazole (CBZ).,1
Its radiosensitizing effect may be worth exploring at a lower dose level.,0
Drug-induced iatrogenic lung disease.,0
The patient was successfully treated with heparin and subsequently with warfarin and dipyridamole.,0
"Patients with low or absent thiopurine S-methyltransferase (TPMT) activity, resulting in high 6-thioguanine nucleotide levels, have an increased risk of developing leukopenia.",0
We suspect that improper technique resulted in an inadvertent administration of an intrathecal baclofen bolus.,0
"BACKGROUND: Post-allogeneic haematopoietic stem cell transplantation (HSCT) membranous nephropathy (MN), a rare complication of HSCT, remains an ill-defined entity.",0
The adverse pulmonary effects of erlotinib are less well known.,0
"Electron microscopy demonstrated electron-dense granules, free and membrane-bound, within macrophages and fibroblast-like cells.",0
We describe a case of intraoperative gelatine-induced anaphylaxis whose diagnosis was delayed as the use of gelatine during surgical procedures was omitted for two times in patient's medical records.,1
"APOLT restored the plasma FH level, without HUS recurrence, for 7 months.",0
We recommend that fluorinated glucocorticosteroids should not be used on the face of infants and children.,0
Energy-dispersive X-ray microanalysis showed the presence of several metals not seen in normal bone.,0
"Except hypothyroidism after radioiodine treatment (euthyroid under substitutional therapy), she suffered from no other diseases.",1
"In the literature, PNH cases also showed neutropenia (0 and 0.54 x 10(9)/l) at aplastic crises.",0
We observed ventricular fibrillation in 2 patients who presented to the emergency department with pre-excited atrial fibrillation and were given 12 mg of adenosine.,1
A mutation in the neuraminidase active site (152 Arg-->Lys) led to a 1000-fold reduction in the enzyme sensitivity to zanamivir.,0
Possible mechanisms for damage to the urothelium by ketamine are suggested.,1
"In this report, a patient who had undergone a renal transplantation as a result of malignant hypertension, and who was on immunosuppressive therapy consisting of cyclosporin, prednisone and azathioprine, developed thrombosis of the central retinal vein 5 years following the transplantation.",1
"Destructive thyrotoxicosis appeared 4-6 months after starting IFN-alpha, followed by Graves' hyperthyroidism within 8 to 11 months.",1
"3. Thus, the decreased plasma cortisol level during alprazolam treatment of panic disorder was suggested to be caused not by symptom alleviation due to alprazolam but by alprazolam administration itself.",1
DISCUSSION: Opioid dependence is generally considered synonymous with heroin dependence or dependence on prescribed opioid analgesics.,0
BACKGROUND: Pneumocystis jiroveci pneumonia may be a life-threatening opportunistic infection in immunosuppressed solid organ transplant recipients.,0
Patients who develop these reactions whilst receiving GSTM can be successfully changed to aurothioglucose.,0
"The first known report of quetiapine exacerbating OCS in a 43-year-old man with obsessive-compulsive disorder (OCD), trichotillomania, delusional disorder and bipolar II disorder is presented.",1
"We report a case of coagulation activation, fluid retention and transient autoimmune hepatitis most likely triggered by the use of black cohosh.",0
"The most common findings are fever, malaise, headache, and exacerbation of cutaneous lesions.",0
"However, brain metastasis was diagnosed.",0
An unusual cause of hypocalcaemia: magnesium induced inhibition of parathyroid hormone secretion in a patient with subarachnoid haemorrhage.,0
The literature review revealed that many cases typically present with chronic cough with or without dyspnea.,0
It is possible that 5-HT2 antagonism is essential for therapeutic benefit in this condition.,0
Treatment of antithyroid drug-induced agranulocytosis by granulocyte colony-stimulating factor: a case of primum non nocere.,0
"BACKGROUND: Gemcitabine has mild renal toxicity, but cases of gemcitabine-associated hemolytic-uremic syndrome (HUS) have been reported.",1
A common pathogenesis to link these agents to fibrosis remains uncertain.,0
"Corticosteroid-induced glaucoma is a well-recognized phenomenon in adults, but not children.",0
The clinical and laboratory findings in two cases of aerobic Corynebacterium Group JK infection of cerebrospinal fluid (CSF) shunts are described.,0
The median follow-up exceeded 7 years and 72% of these patients had received prior alkylating agent therapy.,0
Amphotericin B-induced cutaneous leucocytoclastic vasculitis: case report.,1
The diagnosis of lead toxicity is often delayed and abdominal pain is mistaken for acute abdomen.,0
The patient locked his catheter with 2.0 ml every evening for a period of 5 days.,0
"Previous studies have demonstrated the interaction of MTX and a variety of non-steroidal, anti-inflammatory drugs (NSAIDs) with various clinical manifestations including acute renal failure, pancytopenia, vomiting, diarrhea, elevated liver transaminases, jaundice, mucosal ulcerations, and pyrexia.",1
"On day 28 of the treatment, his serum calcium levels had reached 3.55 mmol/l, and his urinary calcium excretion had also increased from 0.008 g/day to 0.475 g/day.",0
In this case report we describe the occurrence of oral lichen planus-like lesions as the first manifestation of chronic GVHD (c-GVHD) and the subsequent management of this disease with topical tacrolimus.,0
DESIGN: Case report.,0
"In four of five children who took the drug as scheduled, a cytolytic effect was observed.",0
The complete treatment schedule required the administration of a total of 708 mg of recombinant FVIIa.,0
This adverse reaction is reported for the first time in a patient not concomitantly treated with other drugs associated with the appearance of priapism.,0
The use of methotrexate (MTX) has been contraindicated for treatment of severe psoriasis in HIV infection on the basis of six previously reported cases in which MTX appeared to potentiate opportunistic infections and accelerate HIV disease.,1
"Serum gadolinium levels were measured 1 hour after the gadolinium administration, then at 24 and 48 hours after PD was initiated.",0
Pilocarpine toxicity and the treatment of xerostomia.,1
"During the first treatment, dysarthria and ataxia were seen after completion of the patient's eighth and final dose of HDARAC.",1
Retinoic acid syndrome in acute promyelocytic leukemia.,0
